Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,81.769997,82.250000,80.349998,82.080002,66.236748,9303600
2019-11-07,82.209999,82.589996,81.080002,82.010002,66.180267,6561500
2019-11-08,82.099998,85.459999,82.089996,85.209999,68.762581,11364100
2019-11-11,84.949997,85.680000,83.900002,85.660004,69.125748,8726300
2019-11-12,85.599998,88.279999,85.550003,86.440002,69.755188,12165900
2019-11-13,85.739998,87.269997,85.330002,86.660004,69.932724,5798800
2019-11-14,86.480003,87.750000,85.930000,87.629997,70.715485,5425600
2019-11-15,88.099998,89.190002,87.260002,88.629997,71.522461,8036700
2019-11-18,88.339996,89.410004,88.320000,88.730003,71.603172,5772300
2019-11-19,89.260002,90.410004,88.910004,89.019997,71.837181,7504800
2019-11-20,88.720001,88.720001,86.540001,87.199997,70.368484,10933000
2019-11-21,86.790001,86.870003,85.550003,86.519997,69.819748,9614100
2019-11-22,86.639999,86.790001,85.309998,86.050003,69.440453,7784700
2019-11-25,86.849998,87.879997,86.059998,87.760002,70.820412,9522100
2019-11-26,88.150002,88.190002,86.930000,87.720001,70.788109,6431400
2019-11-27,87.860001,88.809998,87.610001,88.330002,71.280388,4711800
2019-11-29,88.000000,88.089996,87.220001,87.730003,70.796196,3042800
2019-12-02,87.839996,88.029999,87.000000,87.029999,70.231300,6526400
2019-12-03,85.959999,86.480003,85.589996,85.949997,69.359756,10054500
2019-12-04,86.180000,87.550003,86.120003,87.199997,70.368484,6174600
2019-12-05,87.250000,87.250000,86.260002,86.720001,69.981140,6072100
2019-12-06,87.209999,87.709999,86.779999,86.980003,70.190956,6044600
2019-12-09,87.220001,87.720001,86.379997,86.440002,69.755188,5582700
2019-12-10,86.919998,86.949997,86.209999,86.559998,69.852020,7816000
2019-12-11,86.699997,87.260002,86.230003,86.699997,69.965004,7326400
2019-12-12,86.760002,88.940002,86.750000,88.730003,71.603172,6260500
2019-12-13,88.779999,89.089996,87.330002,87.839996,70.884949,5975200
2019-12-16,88.379997,90.120003,88.260002,89.430000,72.168045,6723300
2019-12-17,90.000000,90.169998,89.070000,90.080002,72.692596,8750000
2019-12-18,90.050003,90.180000,89.019997,89.330002,72.087341,6490100
2019-12-19,89.680000,89.680000,88.559998,88.769997,71.635460,5447000
2019-12-20,90.400002,91.989998,89.150002,89.290001,72.055061,19134800
2019-12-23,89.529999,90.470001,89.330002,90.250000,72.829773,5907200
2019-12-24,90.400002,90.400002,89.430000,89.849998,72.506981,1798800
2019-12-26,90.199997,90.720001,89.449997,89.830002,72.490845,4066700
2019-12-27,89.980003,90.279999,88.830002,89.199997,71.982445,4087800
2019-12-30,89.220001,89.730003,88.160004,88.519997,71.433701,7014800
2019-12-31,88.209999,88.599998,87.879997,88.540001,71.449821,4702100
2020-01-02,89.080002,89.570000,88.510002,89.550003,72.264893,5639200
2020-01-03,88.169998,89.389999,87.900002,88.699997,71.578957,5988500
2020-01-06,88.220001,89.620003,87.980003,89.400002,72.143829,6786600
2020-01-07,88.930000,89.540001,88.260002,88.889999,71.732285,7242500
2020-01-08,89.150002,90.059998,88.870003,89.519997,72.240662,7696800
2020-01-09,90.010002,90.230003,89.050003,90.209999,72.797501,7518000
2020-01-10,90.230003,90.290001,88.830002,89.059998,71.869453,8581400
2020-01-13,89.500000,89.500000,87.919998,88.519997,71.433701,9292200
2020-01-14,87.099998,88.440002,86.769997,88.199997,72.137077,8876900
2020-01-15,88.180000,89.879997,88.180000,89.260002,73.004028,8490100
2020-01-16,89.309998,89.800003,88.919998,89.260002,73.004028,7073200
2020-01-17,89.129997,89.269997,87.790001,88.000000,71.973488,10122300
2020-01-21,87.680000,88.529999,87.570000,87.989998,71.965324,13552000
2020-01-22,88.029999,88.169998,87.150002,87.209999,71.327347,6438900
2020-01-23,87.050003,87.070000,84.989998,85.269997,69.740685,12266800
2020-01-24,85.430000,85.480003,82.760002,83.540001,68.325745,13215400
2020-01-27,85.050003,85.930000,84.000000,84.019997,68.718330,13832000
2020-01-28,84.989998,84.989998,83.639999,83.769997,68.513855,8614400
2020-01-29,83.800003,84.000000,83.129997,83.199997,68.047668,5703200
2020-01-30,82.580002,82.790001,81.180000,81.779999,66.886276,10870000
2020-01-31,81.540001,81.720001,80.410004,81.019997,66.264694,13870100
2020-02-03,81.309998,82.599998,80.919998,82.300003,67.311600,10143700
2020-02-04,83.589996,84.709999,83.589996,84.360001,68.996422,8251500
2020-02-05,85.059998,87.139999,84.879997,86.629997,70.852997,10020600
2020-02-06,87.889999,87.959999,86.220001,87.180000,71.302841,7769700
2020-02-07,89.739998,92.980003,88.879997,92.290001,75.482193,19090300
2020-02-10,92.360001,95.500000,92.110001,94.750000,77.494194,13998300
2020-02-11,95.260002,97.080002,95.010002,96.000000,78.516533,10682800
2020-02-12,95.980003,97.860001,95.709999,97.790001,79.980560,10591000
2020-02-13,96.849998,97.360001,95.230003,95.349998,77.984924,10613000
2020-02-14,95.230003,95.300003,93.769997,94.050003,76.921692,11175800
2020-02-18,93.669998,94.500000,93.260002,93.610001,76.561806,9406300
2020-02-19,93.769997,94.790001,93.019997,94.139999,76.995293,6349100
2020-02-20,93.930000,94.389999,92.589996,94.230003,77.068901,5446200
2020-02-21,93.959999,95.519997,93.379997,94.959999,77.665947,6676000
2020-02-24,92.169998,93.870003,92.150002,93.139999,76.177414,10705100
2020-02-25,93.320000,93.459999,88.110001,89.180000,72.938599,11366400
2020-02-26,88.620003,91.180000,88.190002,88.410004,72.308853,9786900
2020-02-27,86.190002,89.449997,84.199997,85.419998,69.863365,14184100
2020-02-28,82.790001,85.709999,81.580002,85.709999,70.100555,18450000
2020-03-02,86.000000,88.779999,83.550003,88.690002,72.537834,12171100
2020-03-03,89.440002,90.900002,85.660004,87.570000,71.621819,12660900
2020-03-04,89.269997,91.860001,88.949997,91.750000,75.040550,16590400
2020-03-05,90.059998,91.709999,89.430000,90.610001,74.108170,9688400
2020-03-06,88.730003,89.760002,87.260002,88.820000,72.644180,12664600
2020-03-09,84.000000,87.339996,82.430000,85.269997,69.740685,15806200
2020-03-10,88.190002,88.220001,83.760002,87.529999,71.589088,12965800
2020-03-11,85.800003,86.639999,83.570000,84.849998,69.397179,10382200
2020-03-12,78.849998,81.290001,77.059998,78.610001,64.293594,19935700
2020-03-13,83.360001,86.320000,80.690002,85.370003,69.822472,21867700
2020-03-16,79.000000,82.180000,73.580002,74.269997,60.743996,20916000
2020-03-17,75.709999,77.709999,69.989998,73.019997,59.721645,23205000
2020-03-18,70.000000,71.389999,64.690002,71.029999,58.094063,23712800
2020-03-19,69.099998,74.849998,65.330002,71.059998,58.118599,19739900
2020-03-20,73.000000,73.000000,66.809998,68.820000,56.286560,18844500
2020-03-23,67.379997,67.750000,62.549999,64.500000,52.753307,19219000
2020-03-24,68.160004,71.820000,67.089996,67.489998,55.198765,18376300
2020-03-25,67.919998,70.680000,65.550003,67.910004,55.542274,20017300
2020-03-26,68.820000,74.309998,68.760002,73.830002,60.384125,15979400
2020-03-27,71.629997,75.059998,70.709999,72.669998,59.435394,12293300
2020-03-30,73.519997,76.239998,73.470001,75.239998,61.537346,10671600
2020-03-31,75.400002,77.919998,74.440002,76.190002,62.314327,20474400
2020-04-01,72.120003,73.989998,71.430000,73.419998,60.048798,12948000
2020-04-02,72.779999,75.500000,71.459999,75.129997,61.447376,8077800
2020-04-03,74.650002,75.440002,72.550003,73.370003,60.007896,8062700
2020-04-06,75.739998,77.260002,74.029999,75.730003,61.938103,10266500
2020-04-07,78.379997,78.580002,75.250000,75.389999,61.660019,11591700
2020-04-08,76.440002,78.980003,74.779999,78.559998,64.252693,12218500
