Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,81.599998,81.949997,81.290001,81.860001,80.608932,2705600
2019-11-07,82.400002,83.029999,81.570000,81.860001,80.608932,2674200
2019-11-08,81.800003,81.839996,80.830002,80.940002,79.702995,1614800
2019-11-11,80.589996,81.139999,77.550003,79.620003,78.403168,6388500
2019-11-12,79.620003,79.650002,77.199997,77.430000,76.246628,4346000
2019-11-13,77.629997,78.070000,76.800003,77.970001,76.778381,2715800
2019-11-14,77.379997,77.820000,76.489998,76.839996,75.665649,2881500
2019-11-15,77.559998,79.500000,77.330002,78.070000,76.876846,3941400
2019-11-18,76.870003,78.449997,76.330002,78.190002,76.995018,4235800
2019-11-19,78.199997,78.300003,76.919998,77.160004,75.980759,2332900
2019-11-20,76.849998,77.680000,76.720001,77.639999,76.453423,2779400
2019-11-21,77.839996,77.940002,77.360001,77.699997,76.512505,1694800
2019-11-22,77.949997,78.779999,77.790001,78.589996,77.388901,2896100
2019-11-25,78.739998,78.870003,77.589996,78.000000,76.807922,2978200
2019-11-26,77.910004,78.690002,77.589996,78.449997,77.251030,2832200
2019-11-27,78.470001,79.300003,78.470001,78.980003,77.772942,2081500
2019-11-29,78.879997,79.279999,78.500000,78.550003,77.349518,872900
2019-12-02,78.580002,78.839996,76.860001,77.639999,76.453423,2881400
2019-12-03,77.449997,78.059998,76.809998,78.010002,76.817764,1956600
2019-12-04,78.050003,78.529999,77.440002,78.339996,77.142723,1905500
2019-12-05,78.070000,78.199997,76.900002,76.940002,75.764122,2820400
2019-12-06,77.540001,78.000000,76.629997,77.739998,76.551895,2900300
2019-12-09,77.699997,77.900002,75.300003,75.870003,74.710472,4364300
2019-12-10,75.790001,75.910004,74.930000,75.019997,73.873459,3080600
2019-12-11,75.080002,75.410004,74.309998,74.620003,73.479576,3374000
2019-12-12,75.230003,75.250000,74.459999,74.889999,73.745453,2845600
2019-12-13,74.970001,75.540001,74.650002,75.470001,74.316589,2725400
2019-12-16,75.529999,75.849998,75.230003,75.470001,74.316589,3487900
2019-12-17,75.449997,75.699997,75.019997,75.489998,74.336281,3603800
2019-12-18,75.620003,76.419998,75.459999,76.309998,75.143753,4106300
2019-12-19,76.040001,77.550003,76.000000,77.220001,76.039841,2991900
2019-12-20,77.930000,77.930000,77.019997,77.400002,76.217094,5944300
2019-12-23,77.470001,77.559998,76.919998,76.959999,75.783813,1709400
2019-12-24,77.050003,77.410004,76.919998,77.320000,76.138306,470100
2019-12-26,77.459999,77.540001,77.309998,77.400002,76.217094,1240900
2019-12-27,77.320000,77.500000,77.010002,77.239998,76.059525,1310000
2019-12-30,77.470001,78.099998,77.180000,78.080002,76.886696,2342000
2019-12-31,77.940002,78.440002,77.779999,78.419998,77.221497,1714900
2020-01-02,78.879997,78.889999,77.930000,78.589996,77.388901,3392700
2020-01-03,78.059998,78.430000,77.470001,78.169998,76.975319,1831900
2020-01-06,78.129997,78.849998,77.970001,78.620003,77.418457,2675300
2020-01-07,78.570000,79.510002,78.150002,78.919998,77.713860,3262400
2020-01-08,79.220001,79.790001,78.080002,79.419998,78.206215,3037400
2020-01-09,79.769997,80.330002,79.400002,79.809998,78.590256,2981900
2020-01-10,80.209999,80.209999,78.849998,79.000000,77.792641,2224800
2020-01-13,79.169998,79.559998,78.889999,79.400002,78.186523,2283400
2020-01-14,79.169998,79.949997,78.860001,79.800003,78.580414,2050100
2020-01-15,79.860001,80.480003,79.620003,80.269997,79.043221,1612300
2020-01-16,80.269997,81.519997,80.269997,81.440002,80.195351,3109300
2020-01-17,81.949997,82.239998,81.570000,82.150002,80.894493,3559600
2020-01-21,81.989998,82.949997,81.800003,82.029999,80.776321,3612000
2020-01-22,82.139999,83.029999,82.070000,82.489998,81.229294,1672500
2020-01-23,82.300003,82.370003,81.949997,82.180000,80.924034,1754900
2020-01-24,82.290001,82.589996,81.330002,81.580002,80.333206,1596500
2020-01-27,80.889999,81.550003,80.379997,80.720001,79.486351,1934600
2020-01-28,81.080002,82.300003,80.930000,81.660004,80.411980,2395000
2020-01-29,81.870003,81.889999,80.089996,80.260002,79.033379,2602400
2020-01-30,79.589996,81.050003,79.580002,80.940002,79.702995,2352700
