Date,Open,High,Low,Close,Adj Close,Volume
2019-11-06,194.029999,194.369995,191.350006,191.550003,190.975006,10973000
2019-11-07,191.910004,193.440002,189.470001,190.419998,189.848389,13473000
2019-11-08,190.000000,192.339996,189.699997,190.839996,190.267136,10760800
2019-11-11,189.929993,190.080002,188.539993,189.610001,189.040817,8631200
2019-11-12,190.000000,195.059998,189.740005,194.470001,193.886230,17615500
2019-11-13,194.699997,195.699997,192.740005,193.190002,192.610077,10860700
2019-11-14,192.929993,194.029999,191.449997,193.149994,192.570190,9040500
2019-11-15,194.259995,195.300003,193.380005,195.100006,194.514343,11524300
2019-11-18,194.559998,198.630005,193.050003,197.399994,196.807419,16167200
2019-11-19,197.399994,200.000000,196.860001,199.320007,198.721664,19056800
2019-11-20,198.580002,199.589996,195.429993,197.509995,196.917099,12355400
2019-11-21,197.419998,199.089996,196.860001,197.929993,197.335846,12131000
2019-11-22,198.380005,199.300003,197.619995,198.820007,198.223190,9959800
2019-11-25,199.520004,200.970001,199.250000,199.789993,199.190262,15272300
2019-11-26,200.000000,200.149994,198.039993,198.970001,198.372726,11735500
2019-11-27,199.899994,203.139999,199.419998,202.000000,201.393631,12736600
2019-11-29,201.600006,203.800003,201.210007,201.639999,201.034698,7985200
2019-12-02,202.130005,202.179993,198.050003,199.699997,199.100540,11503400
2019-12-03,197.600006,198.929993,195.080002,198.820007,198.223190,11595300
2019-12-04,200.000000,200.029999,198.050003,198.710007,198.113510,8456300
2019-12-05,199.860001,201.289993,198.210007,199.360001,198.761551,9740400
2019-12-06,200.500000,201.570007,200.059998,201.050003,200.446472,12270600
2019-12-09,200.649994,203.139999,200.210007,201.339996,200.735596,11954800
2019-12-10,201.660004,202.050003,200.149994,200.869995,200.267014,9475700
2019-12-11,200.279999,202.630005,200.279999,202.259995,201.652847,8036800
2019-12-12,202.350006,203.660004,194.100006,196.750000,196.159393,23734800
2019-12-13,196.399994,196.800003,193.169998,194.110001,193.527313,18798000
2019-12-16,195.270004,199.119995,194.809998,197.919998,197.325867,14911500
2019-12-17,198.839996,199.000000,196.130005,198.389999,197.794464,10175700
2019-12-18,200.089996,204.300003,200.089996,202.500000,201.892136,23274400
2019-12-19,202.779999,206.300003,202.509995,206.059998,205.441437,16514600
2019-12-20,207.479996,207.710007,203.429993,206.300003,205.680725,27306900
2019-12-23,206.699997,208.589996,205.679993,206.179993,205.561066,13348900
2019-12-24,206.300003,206.789993,205.000000,205.119995,204.504257,6046300
2019-12-26,205.570007,207.820007,205.309998,207.789993,207.166229,9350700
