Date,AAPL,ABBV,AMD,AXP,BA,CAT,DFS,DIS,ETN,GOOG,GS,JNJ,JPM,META,MRK,MSFT,NFLX,NVDA,PFE,RTX,SYF,TMUS,UBER,UNH,UNP
2019-11-07,0.008477415694558843,-0.0008531903533413043,0.009693996558112428,0.013196830053566977,0.008770248765810784,0.010393187570662654,0.013967850966482231,0.01279208246768615,-0.003294840999915394,0.0131200119296766,0.022051538077651145,0.0035823507193111226,0.005399141475914249,-0.005916738453917603,-0.004454307132305324,0.0013873268377704306,0.003390106314880015,0.0034137110344210075,-0.018787522779527777,0.002827859097725316,0.003795043912274476,0.0,0.01620057523555074,0.023433898313776957,0.0037922729306441028
2019-11-08,0.0027331232790777094,0.038277570668562966,0.0002756510972394821,0.0015654132959852518,-0.017817523259888723,0.007792220231126024,0.0042588613572300815,0.03691545505343452,0.014417014436561182,0.001915801899829539,-0.0017032231932603281,0.011874790988128936,0.0029188513902509428,0.0022032113334926606,0.008530143377431187,0.011715467110707145,0.006883050032265636,-0.002691532913917216,0.003785854061198357,0.0010080201440114678,-0.0005412720170383523,-0.011302319122854065,-0.0136056155327684,0.00198667851778378,-0.005154150332362661
2019-11-11,0.007887607955252562,0.005267232779312181,0.0005509641860874659,-0.004703552781320397,0.04446660229721733,-0.001080524131594096,-0.006989260140641385,-0.00888248975659156,-0.003693692452581665,-0.00933130698270812,-0.017559418326783316,-0.007698762574101181,-0.003534440826554075,-0.006466023367844187,-0.003715452116530571,0.0010271100015613044,0.008911662904795392,0.0019232624449367908,-0.003244066073977425,-0.004442917650864686,-0.0013544631992012945,-0.01644280890623584,0.0048014497562141045,-0.011270831231117384,0.003967117598159042
2019-11-12,-0.0009158272853504457,0.009064535892656878,0.010955957301342245,-8.274122142637452e-5,-0.01118061088509048,-0.011279619641837435,0.003915221231993726,0.013366441579940158,0.005102339818895629,-0.00030024748972667936,0.006280764277773798,-0.0047848038366220536,-0.005866884159864583,0.02530857833887623,0.0100358673593961,0.006548941980452305,-0.007403718593615771,0.006845571145146501,0.0010824965989453261,0.001146302268241861,0.0,-0.02789105285251292,-0.016345014701351968,0.004554937820330451,-0.007551073349844728
2019-11-13,0.009536033504710772,0.0025419076930379703,0.0218249538698152,-0.005224950699862063,-0.0010477405832629572,-0.01272231851228689,-0.0016591495172244564,0.07061755950590154,-0.017146698975830432,-0.0006161429456739143,-0.004957583995611969,-0.000609260524167432,-0.005278757794213718,-0.006603743702006781,0.008287001866905896,0.0016304847414323476,-0.030952620784215235,-0.004973944923925222,-0.010058542909056722,-0.0005392638591139587,-0.00898571056272024,0.006949847748321858,0.00037438682332080475,-0.006603510403469848,0.0003988034649955452
2019-11-14,-0.006943489202323683,0.011130908363748304,0.021880351524001362,0.005555783555128535,0.013535571165873783,-0.007293492370000543,0.005912978578877848,-0.010612916232473069,0.001210987115690898,0.010316340832640769,0.0005013606942627646,-0.002364314772549392,0.0009336393946162147,-0.00020711290861541443,-0.0031882319348861543,0.005078387256878258,0.02273423991804524,0.005832314075341571,-0.0013670735545248114,-0.0013494869382881802,0.004639085893329398,-0.014598864302820758,-0.027326141029308637,0.008873222568785977,-0.004396050621527259
2019-11-15,0.011809341854107203,0.011346996068814619,0.005461020013929119,-0.0014067443967711313,0.011473204728090991,0.012952534328936949,-0.0034252795381854995,-0.01699716108782834,0.009853396997064223,0.017692918902307397,0.00373002166934544,0.029938263506367413,0.007205648362128336,0.010045220334175653,0.004131012118286037,0.01281769725467452,0.018507341058555227,-0.027056097448941774,0.019775815116263473,0.008404266159240947,0.008674464919966596,0.015880574288066107,0.030316872230478964,0.05168407249445739,0.008546086458829372
2019-11-18,0.005029474099910836,0.0011277177559598783,0.033659474492908625,-0.009150700010481572,-0.005990794418079481,-0.011907389119734546,-0.00438721284940069,0.020389294736357755,-0.011615273878757826,-0.01067194919192982,-0.00236376311127362,-0.0008155095412041291,0.00837979937358746,0.01171981822171908,-0.009110886215748515,0.002464088381374019,0.02523563609970747,0.03885522502475092,-0.0016107670733167545,-0.0016752249809082187,0.0016181772678778295,0.001535927582941632,-0.0014942475418622259,0.013018084697669075,-0.00011349143194383515
2019-11-19,-0.0030371795434991355,0.0032629452297339157,0.03474539394807463,0.0028373213921142337,-0.006680607716043951,-0.0028594573706639537,-0.0028561008517975495,0.004932016905352832,-0.005747821663373287,-0.003975499683691375,0.0014098144898433418,-7.413313310511427e-5,-0.0003062251207639477,0.009679511928364803,0.00616190919163806,0.0003325441511803362,9.914238769326289e-5,-0.02041615633718563,0.011752292106773421,-0.004975095149711173,-0.005133146555951207,-0.013260547837282921,0.011152494981897743,0.004751884043933785,0.0052062706313744656
2019-11-20,-0.011709750517196582,-0.02065673337615248,-0.007536221306184032,-0.005850388531486672,0.010597608306942341,-0.011661452962442809,-0.012592394834294751,-0.009820349212523283,-0.0043326069237101805,-0.009478850960387142,-0.009727164329826898,0.008273019284493088,-0.007301803891500036,-0.009122417877017064,0.007297534155251917,-0.005133200267877669,0.008424421147495309,0.015220848755859606,-0.016330154211106507,-0.011660371514315315,-0.009798581525222616,0.006201505542992258,0.03558843252884447,0.004838173020896619,-0.017537328429747312
